State,Animal Name,Facts,Characteristics
Georgia,Florida Woods Cockroach,"{""Prey"": ""Decaying plant and animal matter"", ""Name Of Young"": ""Nymph"", ""Group Behavior"": ""Colony"", ""Fun Fact"": ""Often found on palmetto trees"", ""Biggest Threat"": ""Extermination by humans"", ""Most Distinctive Feature"": ""Flattened, egg shaped body"", ""Other Name(s)"": ""Palmetto bug, Florida stinkroach, skunkroach"", ""Gestation Period"": ""48 days"", ""Litter Size"": ""12-24 eggs per egg case"", ""Diet"": ""Omnivore"", ""Type"": ""Insect"", ""Common Name"": ""Palmetto bug"", ""Number Of Species"": ""1"", ""Location"": ""North America"", ""Group"": ""Cockroach""}","{""Color"": ""Brown"", ""Skin Type"": ""Exoskeleton"", ""Top Speed"": ""3 mph"", ""Lifespan"": ""12-15 months"", ""Weight"": ""0.105 g"", ""Height"": ""0.25 in"", ""Length"": ""1.5 in"", ""Age of Sexual Maturity"": ""100-120 days""}"
Georgia,Fox Squirrel,"{""Prey"": ""Insects, bird eggs"", ""Name Of Young"": ""Juveniles"", ""Group Behavior"": ""Social"", ""Fun Fact"": ""Although it is a tree squirrel, it spends most of its time on the ground."", ""Biggest Threat"": ""Overhunting, forest destruction"", ""Most Distinctive Feature"": ""Large size and large, bushy tail"", ""Other Name(s)"": ""Bryant's fox, eastern fox, stump-eared, racoon, and monkey-faced squirrel"", ""Gestation Period"": ""44-45 days"", ""Litter Size"": ""2-4"", ""Habitat"": ""Leaf nests and tree dens"", ""Predators"": ""Birds of prey, carnivorous mammals"", ""Diet"": ""Omnivore"", ""Type"": ""rodent"", ""Common Name"": ""fox squirrel"", ""Number Of Species"": ""10"", ""Location"": ""Eastern and central United States"", ""Group"": ""social""}","{""Color"": ""BrownGrey-Brown"", ""Skin Type"": ""Fur"", ""Top Speed"": ""17 mph"", ""Lifespan"": ""6-12.6 years"", ""Length"": ""21 inches"", ""Age of Sexual Maturity"": ""10-11 months"", ""Age of Weaning"": ""2 months""}"
Georgia,Goldcrest,"{""Prey"": ""Insects"", ""Name Of Young"": ""Chicks"", ""Group Behavior"": ""Pair"", ""Fun Fact"": ""The goldcrest never starts moving and needs to consume for most of the day to survive. Therefore, in the colder months, it's best that eat 90% a day."", ""Estimated Population Size"": ""98 to 165 million individuals"", ""Biggest Threat"": ""Freezing temperatures"", ""Most Distinctive Feature"": ""Yellow feathers under their crest"", ""Wingspan"": ""5.3 to 6.1 inches"", ""Age Of Independence"": ""1 year"", ""Age Of Fledgling"": ""19 days"", ""Habitat"": ""Conifers and mixed woodland"", ""Diet for this Fish"": ""Insectivore"", ""Lifestyle"": ""Diurnal"", ""Favorite Food"": ""Insects"", ""Common Name"": ""Goldcrest"", ""Location"": ""Ireland, United Kingdom, Southern Siberia, Asia, Japan"", ""Nesting Location"": ""They build their nests relatively high in trees, up to 49 feet.""}","{""Color"": ""OliveDull OliveOlive-Grey"", ""Skin Type"": ""Feathers"", ""Lifespan"": ""2 to 7 years"", ""Weight"": ""0.16 oz to 0.25 oz"", ""Length"": ""3.3 to 3.7 inches"", ""Age of Sexual Maturity"": ""12 months""}"
Georgia,Gopher Tortoise,"{""Prey"": ""Insects (occasionally)"", ""Name Of Young"": ""neonate, hatchling"", ""Group Behavior"": ""Solitary/Group"", ""Fun Fact"": ""It is the only species of tortoise native to Florida."", ""Estimated Population Size"": ""700,000"", ""Biggest Threat"": ""habitat destruction"", ""Most Distinctive Feature"": ""Front legs resembling shovels"", ""Other Name(s)"": ""Florida gopher tortoise"", ""Gestation Period"": ""90 days"", ""Litter Size"": ""1-23"", ""Habitat"": ""Pine Flatwoods, Pine-Oak sandhills, Rocklands, grasslands"", ""Predators"": ""humans, birds of prey, cats and dogs, coyotes, raccoons, wild boars, bobcats"", ""Diet"": ""Herbivore"", ""Type"": ""Reptile"", ""Common Name"": ""gopher tortoise"", ""Number Of Species"": ""1"", ""Location"": ""southeastern United States"", ""Group"": ""colony, pod""}","{""Color"": ""BrownYellowGrey-Brown"", ""Skin Type"": ""Leather"", ""Top Speed"": ""4.9 mph"", ""Lifespan"": ""40-60 years"", ""Weight"": ""8-15lbs"", ""Length"": ""9in-11in"", ""Age of Sexual Maturity"": ""9-21 years"", ""Age of Weaning"": ""3-5 days""}"
Georgia,Groundhog (Woodchuck),"""""",{}
Georgia,Harlequin Coral Snake,"""""",{}
Georgia,Indigo Snake,"{""Prey"": ""Snakes, mammals, reptiles"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""Indigo snakes use brute force to overpower their prey."", ""Diet"": ""Carnivore"", ""Average Litter Size"": ""4 to 12 eggs"", ""Lifestyle"": ""Diurnal"", ""Common Name"": ""Indigo snake"", ""Location"": ""North America, Central America, South America""}","{""Lifespan"": ""Unknown"", ""Height"": ""Snakes, mammals, reptiles"", ""Length"": ""7 to 9 feet""}"
Georgia,Jack Crevalle,"{""Main Prey"": ""Smaller fishes"", ""Name Of Young"": ""Fry"", ""Group Behavior"": ""Solitary/School"", ""Fun Fact"": ""The jack crevalle is a highly aggressive predator!"", ""Biggest Threat"": ""Sharks"", ""Most Distinctive Feature"": ""Aggressive nature"", ""Other Name(s)"": ""Crevalle jack, common jack, blacktailed trevally, couvalli jack, black cavalli, yellow cavalli"", ""Average Spawn Size"": ""Up to one million eggs"", ""Predators"": ""Sharks, bigger fish like marlins, barracudas, seabirds"", ""Lifestyle"": ""Diurnal"", ""Common Name"": ""Crevalle jack"", ""Number Of Species"": ""1"", ""Slogan"": ""One of the biggest species in the Caranx genus"", ""Group"": ""School"", ""Migratory"": ""1""}","{""Color"": ""BlueGreenSilverOlive"", ""Skin Type"": ""Scales"", ""Age of Sexual Maturity"": ""Four to five years (males), five to six years (females)"", ""Venomous"": ""No"", ""Aggression"": ""High""}"
Georgia,Jackrabbit,"{""Prey"": ""Grass, twigs, bark"", ""Name Of Young"": ""Leveret"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""They can run as fast as 45 mph."", ""Biggest Threat"": ""Habitat loss"", ""Most Distinctive Feature"": ""Long ears"", ""Other Name(s)"": ""hare"", ""Gestation Period"": ""41-47 days"", ""Litter Size"": ""one to six"", ""Habitat"": ""Desert, savanna, grassland"", ""Predators"": ""coyotes, red-tailed hawks, bobcats"", ""Diet"": ""Herbivore"", ""Type"": ""mammal"", ""Common Name"": ""Black-tailed jackrabbit"", ""Number Of Species"": ""6"", ""Location"": ""United States, Mexico"", ""Group"": ""solitary""}","{""Color"": ""BrownBlackWhite"", ""Skin Type"": ""Fur"", ""Top Speed"": ""45 mph"", ""Lifespan"": ""five to eight years"", ""Weight"": ""three to six pounds"", ""Length"": ""up to two feet"", ""Age of Sexual Maturity"": ""243 days"", ""Age of Weaning"": ""14 to 21 days""}"
Georgia,Kentucky Warbler,"{""Prey"": ""Insects, spiders, invertebrates, larvae"", ""Main Prey"": ""Insects"", ""Name Of Young"": ""Chicks"", ""Group Behavior"": ""Pair"", ""Fun Fact"": ""The Kentucky Warbler appears to wear bright yellow cat-eye glasses!"", ""Estimated Population Size"": ""2,600,000 mature individuals"", ""Biggest Threat"": ""Habitat degradation"", ""Most Distinctive Feature"": ""Bright yellow spectacles"", ""Distinctive Feature"": ""Olive plumage on upper parts; bright yellow plumage underneath; black cap and neck on males; dark cap and neck, but not black, on females"", ""Temperament"": ""Territorial"", ""Wingspan"": ""7.9 to 8.7 inches"", ""Incubation Period"": ""12 to 13 days"", ""Age Of Fledgling"": ""8 to 10 days"", ""Habitat"": ""Deciduous forest with dense undergrowth"", ""Predators"": ""Snakes"", ""Diet"": ""Omnivore"", ""Lifestyle"": ""DiurnalPair"", ""Favorite Food"": ""Insects"", ""Special Features"": ""Bright yellow spectacles; black cap on males; olive plumage on upper parts; bright yellow plumage below; long, pointed bill"", ""Number Of Species"": ""1"", ""Average Clutch Size"": ""4"", ""Nesting Location"": ""On the ground, usually near a bush or plant that provides cover"", ""Migratory"": ""1""}","{""Color"": ""YellowBlackOlive"", ""Skin Type"": ""Feathers"", ""Lifespan"": ""6.5 to 8 years"", ""Weight"": ""0.5 ounces"", ""Length"": ""5.1 to 5.25 inches"", ""Age of Sexual Maturity"": ""1 year"", ""Venomous"": ""No"", ""Aggression"": ""Medium""}"
Georgia,King Snake,"{""Prey"": ""Other snakes, rodents, lizards, birds"", ""Group Behavior"": ""SolitarySolitary except during mating season"", ""Fun Fact"": ""King Snakes eat other types of snakes."", ""Diet"": ""Carnivore"", ""Average Litter Size"": ""3-29 eggs"", ""Lifestyle"": ""NocturnalDiurnal"", ""Common Name"": ""Kingsnake""}","{""Color"": ""BrownYellowRedBlackWhite"", ""Skin Type"": ""Scales"", ""Lifespan"": ""10-15 years"", ""Length"": ""36-60 inches"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
Georgia,Ladyfish,"{""Prey"": ""Crabs, Smaller Fish, Squid, Insects"", ""Name Of Young"": ""Fry"", ""Group Behavior"": ""SolitaryGroupSchool"", ""Fun Fact"": ""Ladyfish are aggressive fighter when hooked, making them a favorite of anglers."", ""Other Name(s)"": ""Ten-pounder, Lady Fish"", ""Optimum pH Level"": ""Just about anything"", ""Average Spawn Size"": ""unknown"", ""Habitat"": ""Coastal waters"", ""Predators"": ""Larger Fish, Some Birds"", ""Diet"": ""Carnivore"", ""Lifestyle"": ""School"", ""Favorite Food"": ""crustaceans"", ""Location"": ""Western North Atlantic, Gulf of Mexico"", ""Nesting Location"": ""Off-shore""}","{""Color"": ""BlueSilver"", ""Skin Type"": ""Scales"", ""Lifespan"": ""Up to 6 years"", ""Weight"": ""Up to 15 pounds, but normally 2-5 pounds"", ""Length"": ""Up to 3 feet"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
Georgia,Mealybug,"{""Name Of Young"": ""Nymphs or instars"", ""Group Behavior"": ""Colony"", ""Fun Fact"": ""They have a symbiotic relationship with ants."", ""Biggest Threat"": ""Poisonous plants"", ""Most Distinctive Feature"": ""Waxy, mealy appearance"", ""Gestation Period"": ""4-6 days"", ""Litter Size"": ""100-600 eggs depending on species"", ""Habitat"": ""Plants"", ""Diet"": ""Herbivore"", ""Type"": ""Insect"", ""Common Name"": ""Mealybugs"", ""Location"": ""Worldwide""}","{""Color"": ""YellowWhite"", ""Skin Type"": ""Exoskeleton"", ""Lifespan"": ""68 days or 7-10 weeks"", ""Length"": ""2mm (male); 4mm (female)"", ""Age of Sexual Maturity"": ""20-44 days depending on species""}"
Georgia,Milk Snake,"{""Prey"": ""Rodents, reptiles, snakes, and insects."", ""Litter Size"": ""6-24 eggs"", ""Diet"": ""Carnivore"", ""Type"": ""reptile"", ""Common Name"": ""milk snake""}","{""Color"": ""YellowRedBlack"", ""Skin Type"": ""Scales"", ""Lifespan"": ""up to 22 years in captivity"", ""Length"": ""24-52 inches""}"
Georgia,Mockingbird,"{""Prey"": ""Insects, spiders, land crabs, snails, earthworms, other invertebrates, lizards, baby turtles"", ""Main Prey"": ""Insects"", ""Name Of Young"": ""Chicks"", ""Group Behavior"": ""Solitary/Pairs"", ""Fun Fact"": ""Mockingbirds are incredible mimics that can learn hundreds of songs!"", ""Biggest Threat"": ""Cats"", ""Most Distinctive Feature"": ""Ability to sing many songs and mimic birds and other animals."", ""Distinctive Feature"": ""Long tail; long, pointy bill; long legs; usually gray with white and black accents; sometimes blue or brown"", ""Incubation Period"": ""12 to 14 days in Northern Mockingbirds; little is reported on other species"", ""Age Of Fledgling"": ""About 12 days in Northern Mockingbirds; little is reported on other species"", ""Habitat"": ""Mostly open areas, sparse forests, forest edges, parks, urban areas, suburban areas, pastures, grasslands, savannas, shrublands, desert edges"", ""Predators"": ""Cats, hawks, owls, snakes, crows, jays, squirrels, raccoons"", ""Diet"": ""Omnivore"", ""Lifestyle"": ""DiurnalSolitaryPair"", ""Favorite Food"": ""Besides insects, berries and other fruits"", ""Number Of Species"": ""14"", ""Location"": ""North America, South America, Central America and the Caribbean"", ""Average Clutch Size"": ""4"", ""Nesting Location"": ""Usually in trees""}","{""Color"": ""BrownGreyBlueBlackWhite"", ""Skin Type"": ""Feathers"", ""Lifespan"": ""Approximately 8 years in the wild"", ""Weight"": ""1.4 to 2.8 ounces"", ""Length"": ""8 to 11 inches"", ""Age of Sexual Maturity"": ""About 1 year"", ""Venomous"": ""No"", ""Aggression"": ""High""}"
Georgia,Mourning Warbler,"{""Prey"": ""Insects and insect larvae, spiders, other invertebrates"", ""Main Prey"": ""Insects and larvae"", ""Name Of Young"": ""Chicks"", ""Group Behavior"": ""Mainly solitaryPair"", ""Fun Fact"": ""The Mourning Warbler was named for its gray head, which resembles a mourning veil!"", ""Estimated Population Size"": ""14 million mature individuals"", ""Biggest Threat"": ""Nest predators"", ""Most Distinctive Feature"": ""Gray head that resembles a mourning veil with black crescent at the base"", ""Distinctive Feature"": ""Black eye line from top of bill to eyes; narrow, pointy, pink bill with black on top; olive feathers on upper parts; yellow feathers on underparts; pink legs and feet; three toes facing forward and one facing back"", ""Temperament"": ""Moderately territorial"", ""Wingspan"": ""7.5 inches"", ""Incubation Period"": ""12 days"", ""Age Of Independence"": ""About 36 days"", ""Age Of Fledgling"": ""7 to 9 days"", ""Habitat"": ""Sparsely wooded areas, including disturbed or burned forests, with dense undergrowth; shrublands or overgrown grasslands with thickets and dense, low vegetation"", ""Predators"": ""Mainly nest predators such as squirrels, chipmunks and raccoons"", ""Diet"": ""Omnivore"", ""Lifestyle"": ""DiurnalPair"", ""Favorite Food"": ""Insects and insect larvae, spiders, other invertebrates, some fruits"", ""Common Name"": ""Mourning Warbler"", ""Location"": ""Canada, United States, Mexico, Central America, far northwestern South America including parts of Ecuador, Colombia, and Venezuela"", ""Average Clutch Size"": ""4"", ""Group"": ""Flock"", ""Nesting Location"": ""On or very near the ground"", ""Migratory"": ""1""}","{""Color"": ""GreyYellowBlackDull Olive"", ""Skin Type"": ""Feathers"", ""Lifespan"": ""Oldest recorded individual was 7.9 years old."", ""Weight"": ""Average 0.45 ounces"", ""Length"": ""Average about 5.2 inches"", ""Age of Sexual Maturity"": ""1 year"", ""Venomous"": ""No"", ""Aggression"": ""Medium""}"
Georgia,Mud Snake,"{""Prey"": ""Aquatic salamanders and other amphibians"", ""Main Prey"": ""Giant salamander"", ""Group Behavior"": ""SolitarySolitary except during mating season"", ""Fun Fact"": ""Mud snakes can lay over 100 eggs at a single time!"", ""Biggest Threat"": ""Crossing roads, misidentification"", ""Most Distinctive Feature"": ""Brightly colored belly"", ""Diet for this Fish"": ""Carnivore"", ""Average Litter Size"": ""6 to 104"", ""Lifestyle"": ""NocturnalDiurnal"", ""Favorite Food"": ""Giant salamanders"", ""Common Name"": ""Mud snake""}","{""Color"": ""BrownGreyRedMulti-colored"", ""Skin Type"": ""Scales"", ""Lifespan"": ""19 years"", ""Length"": ""1.18 to 4 feet"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
Georgia,Nematode,"{""Fun Fact"": ""Nematodes range in size from 1/10 of an inch to 28 feet long"", ""Estimated Population Size"": ""4.4 \u00d7 10 to the 20th power (100 million million million)"", ""Most Distinctive Feature"": ""tubelike appearance"", ""Habitat"": ""soil, water, plants, animals worldwide"", ""Diet"": ""Omnivore"", ""Common Name"": ""roundworm"", ""Special Features"": ""survives in low oxygen habitats"", ""Number Of Species"": ""20000"", ""Location"": ""worldwide""}","{""Color"": ""BrownYellowRedWhiteGreen"", ""Lifespan"": ""3 days to 15 years"", ""Length"": ""1/10 of an inch to 28 feet""}"
Georgia,Northern Water Snake,"{""Prey"": ""Fish, amphibians, smaller reptiles, rodents, small mammals, invertebrates"", ""Fun Fact"": ""Northern watersnakes\u2019 teeth help them nab fish as they swim by."", ""Other Name(s)"": ""Common water snake"", ""Litter Size"": ""12-36"", ""Diet"": ""Carnivore"", ""Type"": ""Reptile"", ""Common Name"": ""Northern water snake""}","{""Color"": ""GreyBlackTanBlack-BrownGrey-Brown"", ""Skin Type"": ""Scales"", ""Lifespan"": ""9 years in captivity; unknown in the wild"", ""Length"": ""2 ft 3.5 in to 4.5 ft""}"
Georgia,Orb Weaver,"{""Prey"": ""mosquitoes, gnats, flies, aphids, moths, grasshoppers"", ""Fun Fact"": ""Females are about four times the size of males"", ""Biggest Threat"": ""birds"", ""Most Distinctive Feature"": ""Skull-like head"", ""Other Name(s)"": ""Orb spider, garden spider"", ""Gestation Period"": ""3-6 months"", ""Habitat"": ""gardens, hedges, trees"", ""Predators"": ""birds, reptiles, insects"", ""Diet"": ""Carnivore"", ""Type"": ""arachnid"", ""Common Name"": ""Orb weaver"", ""Location"": ""Worldwide""}","{""Color"": ""BrownYellowBlackWhiteGolden"", ""Skin Type"": ""Exoskeleton"", ""Lifespan"": ""12 months"", ""Length"": ""0.25-0.375 inch (male); 1-1.5 inches (female)"", ""Age of Sexual Maturity"": ""6-9 months""}"
Georgia,Owl,"{""Prey"": ""Insects, rodents, rabbits, hares, and fish"", ""Name Of Young"": ""Hatchlings"", ""Group Behavior"": ""GroupFamily units"", ""Fun Fact"": ""The owl can rotate its head some 270 degrees"", ""Estimated Population Size"": ""Unknown"", ""Biggest Threat"": ""Habitat loss"", ""Most Distinctive Feature"": ""The massive front-facing eyes"", ""Other Name(s)"": ""Hooters"", ""Gestation Period"": ""1-2 months"", ""Litter Size"": ""Up to 12 eggs"", ""Habitat"": ""Grasslands, forests, swamps, and others"", ""Predators"": ""Birds of prey, cats, and humans"", ""Diet"": ""Carnivore"", ""Type"": ""Bird"", ""Common Name"": ""Owl"", ""Location"": ""Worldwide""}","{""Color"": ""BrownGreyBlackWhite"", ""Skin Type"": ""Feathers"", ""Top Speed"": ""40 mph"", ""Lifespan"": ""Up to 25 years"", ""Weight"": ""Up to 4kg (9lbs)"", ""Height"": ""13-71cm (5-28in)"", ""Length"": ""25-182cm (10-72in)"", ""Age of Sexual Maturity"": ""1-2 years""}"
